A janela foi 'Fechado(a)'. [date: 2022-12-16, time: 16:05:27.022685]
A fumaça foi 'Não detectada'. [date: 2022-12-16, time: 16:05:27.524247]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 16:11:35.435106]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:11:35.436343]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 16:11:36.090024]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:11:36.093397]
usuário pediu para acionar/desligar 'air-condicionado'. [date: 2022-12-16, time: 16:11:42.099251]
O ar-condicionado foi 'Ligado(a)'. [date: 2022-12-16, time: 16:11:42.100728]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 16:11:42.444294]
O projetor foi 'Ligado(a)'. [date: 2022-12-16, time: 16:11:42.446828]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 16:11:47.451958]
A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 16:11:47.453295]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 16:11:48.107023]
A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 16:11:48.108266]
usuário pediu para acionar/desligar 'air-condicionado'. [date: 2022-12-16, time: 16:11:48.454890]
O ar-condicionado foi 'Desligado(a)'. [date: 2022-12-16, time: 16:11:48.457644]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 16:11:49.109897]
O projetor foi 'Desligado(a)'. [date: 2022-12-16, time: 16:11:49.112073]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:11:58.121982]
A janela foi 'Aberto(a)'. [date: 2022-12-16, time: 16:12:03.291868]
O alarme foi Ligado(a). [date: 2022-12-16, time: 16:12:03.293166]
O alarme foi Ligado(a). [date: 2022-12-16, time: 16:12:03.294290]
A porta foi 'Aberto(a)'. [date: 2022-12-16, time: 16:12:06.101358]
A janela foi 'Fechado(a)'. [date: 2022-12-16, time: 16:12:07.810351]
A porta foi 'Fechado(a)'. [date: 2022-12-16, time: 16:12:10.215830]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:12:15.141544]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:12:15.142915]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:12:15.143651]
A janela foi 'Aberto(a)'. [date: 2022-12-16, time: 16:12:32.909665]
A janela foi 'Fechado(a)'. [date: 2022-12-16, time: 16:12:34.314838]
A porta foi 'Aberto(a)'. [date: 2022-12-16, time: 16:12:35.218327]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:12:40.168097]
A porta foi 'Fechado(a)'. [date: 2022-12-16, time: 16:12:51.376053]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:12:53.526402]
A fumaça foi 'Detectada'. [date: 2022-12-16, time: 16:12:58.099723]
O alarme foi Ligado(a). [date: 2022-12-16, time: 16:12:58.101290]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:12:58.101128]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:12:58.102936]
O alarme foi Ligado(a). [date: 2022-12-16, time: 16:12:58.102814]
A fumaça foi 'Não detectada'. [date: 2022-12-16, time: 16:13:01.612441]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:13:04.193983]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:13:04.195327]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:13:04.195664]
A presença foi 'Detectada'. [date: 2022-12-16, time: 16:13:16.270894]
A presença foi 'Não detectada'. [date: 2022-12-16, time: 16:13:33.332675]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:13:39.230970]
A presença foi 'Detectada'. [date: 2022-12-16, time: 16:13:41.564030]
O alarme foi Ligado(a). [date: 2022-12-16, time: 16:13:41.565466]
O alarme foi Ligado(a). [date: 2022-12-16, time: 16:13:41.565888]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:13:44.237271]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:13:44.238759]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:13:44.239577]
